message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this amazing product for sale. I think you'll really love it!",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm really interested in the product, but I was thinking more along the lines of $90",90.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I appreciate your interest in the product, but I'm afraid I need to make a profit. I'm willing to meet you halfway, but I need $130 for it.",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still interested in the product, but I was thinking more along the lines of $105. I'm willing to pay a bit more, but I'm trying to stay within my budget",105.0,Bob,4,,
,,Alice,4,RejectOffer,135.0
"I appreciate your willingness to pay more, Bob! I'm willing to meet you at $135, but I think you'll find it's worth every penny. Let me know if that works for you.",135.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm getting close to my budget, but I'm still a bit hesitant to pay $135. How about we meet at $110? I'm willing to compromise, but I'd like to get it for a bit cheaper",110.0,Bob,6,,
,,Alice,6,RejectOffer,140.0
"I understand you're close to your budget, Bob, but I'm not willing to go as low as $110. I'm willing to meet you halfway between $110 and $135, so I'm offering it to you for $122.50. Let me know if that's more to your liking.",122.5,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still trying to stay within my budget. How about we meet at $115? I'm willing to pay a bit more, but I'd like to get it for a bit cheaper",115.0,Bob,8,,
,,Alice,8,RejectOffer,125.0
"I think we're getting close, Bob! I'm willing to meet you at $115, but I'd like to get a bit more out of the deal. I'm going to offer it to you for $125. Let me know if that's something you'd be interested in.",125.0,Alice,9,,
,,Bob,9,BuyFromJhon,
