alice_gain,bob_gain,message,player,round,decision
8000.0,2000.0,"Take it or leave it, Bob!",Alice,1,
,,,Bob,1,reject
7000.0,3000.0,"You're starting high, Alice. I'll meet you in the middle.",Bob,2,
,,,Alice,2,reject
6000.0,4000.0,"You said meet in the middle, but I think I'm the one who's been generous so far!",Alice,3,
,,,Bob,3,reject
4500.0,5500.0,You think you're generous? I'll show you what generosity looks like!,Bob,4,
,,,Alice,4,reject
5500.0,4500.0,Let's find a middle ground that works for both of us. I'm willing to compromise.,Alice,5,
,,,Bob,5,reject
5000.0,5000.0,You want to find a middle ground? Let's meet right in the middle then!,Bob,6,
,,,Alice,6,accept
