alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's start fair. I'll take a bit more, but you get a decent share too.",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Considering inflation, let's adjust the shares. I'll take a bit more to compensate for the loss over rounds.",Bob,2,
,,,Alice,2,reject
5200.0,4800.0,"Let's be reasonable.  I'm willing to compromise, but I need more than your last offer considering the inflation.  ",Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"Inflation is hitting us both, but I'm willing to take a bit more to compensate for the longer negotiation.",Bob,4,
,,,Alice,4,reject
4900.0,5100.0,"This is my final offer.  I'm taking a bigger hit from inflation than you, but I'm willing to split it close to even.  Let's end this.",Alice,5,
,,,Bob,5,accept
