message,product_price,player,round,decision,new_offer
I'm excited to offer you this amazing product at a competitive price. I think you'll really love it!,14000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for the offer, Alice. I appreciate the product you're selling. I would like to propose a counteroffer of $13000 for the product.",13000.0,Bob,2,,
,,Alice,2,RejectOffer,14500.0
"I appreciate your interest in the product, Bob. I'm willing to meet you halfway, but I need to make a profit. How about we discuss a price of $14500?",14500.0,Alice,3,,
,,Bob,3,RejectOffer,
"Thank you for considering my request, Alice. I've found a way to reduce the cost further. Would you be open to discussing a price of $14000 for the product?",14000.0,Bob,4,,
,,Alice,4,RejectOffer,14250.0
"I'm glad you're still interested in the product, Bob. I can see you're serious about making a deal. I'm willing to compromise, but I need to make sure I'm not losing out. How about we meet at $14250?",14250.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, thank you for your willingness to negotiate. I understand your position and I'm eager to reach an agreement. I would like to suggest a price of $14000 for the product.",14000.0,Bob,6,,
,,Alice,6,SellToJhon,
