message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you this amazing product for $18,000. I think it's a great value, and I'm confident you'll love it.",18000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer.  I'm interested in the product but $18,000 is a little high for me. Would you consider $12,000?",12000.0,Bob,2,,
,,Alice,2,RejectOffer,15000.0
"Hi Bob, thanks for your offer, but I'm afraid $12,000 is a bit low for me. I'm willing to meet you halfway at $14,000. Would you be interested?",14000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Hi Alice, I appreciate you moving towards my price. How about we settle at $13,000?",13000.0,Bob,4,,
,,Alice,4,RejectOffer,14000.0
"Hi Bob, I'm glad we're close, but I'm still a bit away from being comfortable with $13,000. I can do $13,500, and that's as low as I can go. What do you think?",13500.0,Alice,5,,
,,Bob,5,AcceptOffer,
