alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's be reasonable, 60-40 is a good starting point.",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Your turn to be reasonable, Alice. This is a fair split.",Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"I'm willing to compromise, but I still think I deserve the bigger share.",Alice,3,
,,,Bob,3,reject
5000.0,5000.0,"Let's stop wasting time, Alice. A 50/50 split is the fairest option.",Bob,4,
,,,Alice,4,reject
5700.0,4300.0,"I'll give you a bit more, but 50/50 is not acceptable to me.",Alice,5,
,,,Bob,5,reject
5200.0,4800.0,"Alice, we're running out of time! This offer is a compromise. Take it before inflation eats away at the value even further.",Bob,6,
,,,Alice,6,accept
