product_price,player,round,decision
85.0,Alice,1,
,Bob,1,RejectOffer
70.0,Bob,2,
,Alice,2,RejectOffer
75.0,Alice,3,
,Bob,3,RejectOffer
65.0,Bob,4,
,Alice,4,RejectOffer
70.0,Alice,5,
,Bob,5,RejectOffer
62.0,Bob,6,
,Alice,6,RejectOffer
65.0,Alice,7,
,Bob,7,RejectOffer
60.0,Bob,8,
,Alice,8,RejectOffer
62.0,Alice,9,
,Bob,9,RejectOffer
58.0,Bob,10,
,Alice,10,RejectOffer
60.0,Alice,11,
,Bob,11,RejectOffer
55.0,Bob,12,
,Alice,12,RejectOffer
58.0,Alice,13,
,Bob,13,RejectOffer
52.0,Bob,14,
,Alice,14,RejectOffer
55.0,Alice,15,
,Bob,15,RejectOffer
50.0,Bob,16,
,Alice,16,RejectOffer
53.0,Alice,17,
,Bob,17,RejectOffer
48.0,Bob,18,
,Alice,18,RejectOffer
51.0,Alice,19,
,Bob,19,RejectOffer
45.0,Bob,20,
,Alice,20,RejectOffer
49.0,Alice,21,
,Bob,21,RejectOffer
42.0,Bob,22,
,Alice,22,RejectOffer
47.0,Alice,23,
,Bob,23,RejectOffer
40.0,Bob,24,
,Alice,24,RejectOffer
45.0,Alice,25,
,Bob,25,RejectOffer
38.0,Bob,26,
,Alice,26,RejectOffer
43.0,Alice,27,
,Bob,27,RejectOffer
35.0,Bob,28,
,Alice,28,RejectOffer
41.0,Alice,29,
,Bob,29,RejectOffer
32.0,Bob,30,
,Alice,30,SellToJhon
