message,product_price,player,round,decision,new_price
I'm excited to offer you this great product! I think you'll really love it. Would you like to buy it from me for $120?,120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice, but that's a bit out of my price range. Would you consider something closer to $60?",60.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"I understand you're looking to get a good deal, but I'm not willing to go as low as $60. How about we meet in the middle at $85?",85.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you moving closer to my budget, Alice.  How about $75? That's a fair price, and I'm ready to buy if you agree.",75.0,Bob,4,,
,,Alice,4,RejectOffer,95.0
"I'm glad you're willing to meet me halfway, but I'm not quite ready to go to $75 yet. How about we try $92?",92.0,Alice,5,,
,,Bob,5,BuyFromJhon,
