alice_gain,bob_gain,message,player,round,decision
500000.0,500000.0,"Let's split it 50/50, no need to negotiate!",Alice,1,
,,,Bob,1,reject
400000.0,600000.0,"You're being too generous, I'll take 60%",Bob,2,
,,,Alice,2,reject
400000.0,600000.0,"Meet me in the middle, 60/40 is a bit steep for me",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"You're getting closer, but I still want more",Bob,4,
,,,Alice,4,reject
409600.0,590400.0,"I'm getting closer, but I'm not going to give up yet",Alice,5,
,,,Bob,5,reject
480000.0,520000.0,"You're getting closer, but I'm still in the lead",Bob,6,
,,,Alice,6,reject
256560.0,743440.0,"I'm not giving up yet, let's find a sweet spot",Alice,7,
,,,Bob,7,reject
520000.0,480000.0,"You're getting closer, but I'm still in the driver's seat",Bob,8,
,,,Alice,8,accept
