message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you a unique and valuable product. I think you'll really appreciate its features and benefits. Would you like to make an offer for it?",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $150 is a bit steep for me. I'd like to make a counteroffer of $120. Can you consider that?",120.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I appreciate your interest in the product, Bob! I can see you're willing to make a serious offer. However, I'm not quite ready to meet you at $120. I'm willing to meet you halfway, so I'm counteroffering at $130. What do you think?",130.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, Alice. However, I'm still a bit above my budget. I'd like to make a counteroffer of $125. Can you consider that?",125.0,Bob,4,,
,,Alice,4,RejectOffer,135.0
"I'm glad we're getting closer to a deal, Bob! I'm willing to make another concession, but I need to make sure I'm getting a fair price for the product. I'm counteroffering at $132.50. This is my final offer for now, but I'm open to negotiations if you're willing to meet me at this price.",132.5,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to make another concession, Alice. However, I'm still a bit above my budget. I'd like to make a counteroffer of $128. Can you consider that?",128.0,Bob,6,,
,,Alice,6,SellToJhon,
