round_quality,product_worth,player,round,decision,message,note
low-quality,0.0,Nature,1,,,
,,Alice,1,no,,
,,Bob,1,yes,I'd like to buy the product and see its quality.,
high-quality,3000000.0,Nature,2,,,
,,Alice,2,yes,,
,,Bob,2,no,"I'm not convinced, I'll pass on this one.",
high-quality,3000000.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,yes,I'll take a chance and buy this one.,
high-quality,3000000.0,Nature,4,,,
,,Alice,4,yes,,"This one is also high-quality, I promise!"
,,Bob,4,yes,"I'm on a roll, let's keep going!",
high-quality,3000000.0,Nature,5,,,
,,Alice,5,yes,,"You're on a roll, but don't get too comfortable..."
,,Bob,5,yes,"I'm feeling lucky, let's keep buying!",
low-quality,0.0,Nature,6,,,
,,Alice,6,no,,"Sorry, buddy, this one's a dud"
,,Bob,6,yes,I'll take my chances and buy it anyway.,
high-quality,3000000.0,Nature,7,,,
,,Alice,7,yes,,"You're still on a hot streak, but don't get too confident"
,,Bob,7,no,I'm not going to fall for it again.,
low-quality,0.0,Nature,8,,,
,,Alice,8,no,,"You made the right call last time, don't regret it this time"
,,Bob,8,yes,I'll take my chances and buy it anyway.,
high-quality,3000000.0,Nature,9,,,
,,Alice,9,yes,,"You're due for a good one, and this is it"
,,Bob,9,no,I'm not going to fall for it again.,
high-quality,3000000.0,Nature,10,,,
,,Alice,10,yes,,"This one is high-quality, I'm not kidding"
,,Bob,10,yes,I'll take a chance and buy it.,
high-quality,3000000.0,Nature,11,,,
,,Alice,11,yes,,"You're starting to get the hang of it, keep going!"
,,Bob,11,yes,"I'm on a roll, let's keep going!",
high-quality,3000000.0,Nature,12,,,
,,Alice,12,yes,,"You're on fire, don't stop now!"
,,Bob,12,yes,I'll keep taking the good deals!,
low-quality,0.0,Nature,13,,,
,,Alice,13,no,,"Don't get too comfortable, this one's a dud"
,,Bob,13,yes,I'll take my chances and buy it anyway.,
low-quality,0.0,Nature,14,,,
,,Alice,14,no,,"Two in a row, this one's a definite no"
,,Bob,14,no,I'll pass on this one.,
high-quality,3000000.0,Nature,15,,,
,,Alice,15,yes,,"You're playing it safe, but this one's a good one"
,,Bob,15,no,"I'm not convinced, I'll pass.",
low-quality,0.0,Nature,16,,,
,,Alice,16,no,,"You made the right call last time, don't regret it this time"
,,Bob,16,yes,I'll take a chance and buy it.,
high-quality,3000000.0,Nature,17,,,
,,Alice,17,yes,,"You're getting the hang of it, keep going!"
,,Bob,17,no,I'm not going to fall for it again.,
high-quality,3000000.0,Nature,18,,,
,,Alice,18,yes,,"You're passing up a good one, this one's a high-quality product"
,,Bob,18,yes,I'll take a chance and buy it.,
low-quality,0.0,Nature,19,,,
,,Alice,19,no,,"You got burned last time, don't make the same mistake again"
,,Bob,19,yes,I'll take my chances and buy it anyway.,
high-quality,3000000.0,Nature,20,,,
,,Alice,20,yes,,"You're ending on a high note, this one's a good one"
,,Bob,20,no,I'm not going to fall for it again.,
