alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's split it 60/40, a fair and reasonable start!",Alice,1,
,,,Bob,1,reject
70.0,30.0,"I'm willing to give you a bigger share, but I'm not going to get taken advantage of either!",Bob,2,
,,,Alice,2,reject
55.0,45.0,"I'm willing to compromise, but I think 55/45 is a fairer split than your previous offer.",Alice,3,
,,,Bob,3,reject
75.0,25.0,"I'm getting desperate, but I'm willing to give you most of it if you'll just take it and end this!",Bob,4,
,,,Alice,4,reject
50.0,50.0,"I'm willing to meet you in the middle, Bob. Let's split it 50/50 and put this to rest.",Alice,5,
,,,Bob,5,accept
