message,product_price,player,round,decision
Hello Bob! I'm excited to offer you this amazing product for a special price. I'm willing to sell it to you for $170.,170.0,Alice,1,
,,Bob,1,RejectOffer
"Hello Alice, thank you for your offer. I appreciate the product, but I am only willing to pay up to $140 for it.",140.0,Bob,2,
,,Alice,2,RejectOffer
"Thank you for your offer, Bob. I understand your budget constraints. I'm willing to meet you halfway and offer the product to you for $155. It's a fair price considering the product's value and quality.",155.0,Alice,3,
,,Bob,3,RejectOffer
"Thank you for adjusting your offer, Alice. However, I still believe we can reach a better agreement. I would like to propose a price of $145 for the product.",145.0,Bob,4,
,,Alice,4,RejectOffer
"I understand your persistence, Bob. I'm willing to make one more adjustment to meet you halfway. I'll offer the product to you for $152. This is the best price I can offer, considering the product's value and my minimum price.",152.0,Alice,5,
,,Bob,5,RejectOffer
"I appreciate your willingness to adjust, Alice. Based on my budget and the value of the product, I would like to propose a final price of $148 for the product.",148.0,Bob,6,
,,Alice,6,RejectOffer
"I've already reached my lowest price point, Bob. I'm not willing to go any lower. I'm willing to sell the product to you for $150, but that's the final offer. If you're not willing to meet me at that price, I'll have to consider other options.",150.0,Alice,7,
,,Bob,7,BuyFromJhon
