round_quality,product_worth,player,round,decision,message
low-quality,0.0,Nature,1,,
,,Alice,1,no,
,,Bob,1,yes,"I'll take the product, even if you don't recommend it."
high-quality,4000000.0,Nature,2,,
,,Alice,2,yes,
,,Bob,2,no,I'm not convinced by your recommendation. I'll pass this time.
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,Bob,3,yes,"I'll take a chance and buy the product, even if you don't recommend it. Maybe I'll get lucky!"
high-quality,4000000.0,Nature,4,,
,,Alice,4,yes,
,,Bob,4,no,I'm not going to fall for it again. I'll pass this time.
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,Bob,5,yes,"I'll take a chance and buy the product, even if you don't recommend it. I'm starting to feel like I'm missing out on the high-quality products."
high-quality,4000000.0,Nature,6,,
,,Alice,6,yes,
,,Bob,6,yes,"I'll take the product, it's a 50/50 chance, and if it's high-quality, it's worth $4000000. I'll take the risk."
high-quality,4000000.0,Nature,7,,
,,Alice,7,yes,
,,Bob,7,no,"I just got lucky last time, it's probably a low-quality product. I'll pass this time."
high-quality,4000000.0,Nature,8,,
,,Alice,8,yes,
,,Bob,8,yes,"I'll take the product, the probability is 50/50 and I just missed out on a high-quality product last time. It's worth taking the chance."
high-quality,4000000.0,Nature,9,,
,,Alice,9,yes,
,,Bob,9,no,"I've had two consecutive high-quality products, so I'm going to assume the next one is low-quality. I'll pass this time."
high-quality,4000000.0,Nature,10,,
,,Alice,10,yes,
,,Bob,10,yes,"Three high-quality products in a row, I'm on a roll! I'll take the product, it's worth the risk."
low-quality,0.0,Nature,11,,
,,Alice,11,no,
,,Bob,11,yes,"I've had three high-quality products in a row, but the last one was recommended by Alice. This one wasn't, so I'll take the chance and buy it."
high-quality,4000000.0,Nature,12,,
,,Alice,12,yes,
,,Bob,12,no,"I've had a low-quality product after a streak of high-quality ones, so I'm going to assume this one is low-quality too. I'll pass this time."
low-quality,0.0,Nature,13,,
,,Alice,13,no,
,,Bob,13,yes,"I'll take a chance and buy the product, it's a 50/50 shot and I just missed out on a high-quality product last time."
high-quality,4000000.0,Nature,14,,
,,Alice,14,yes,
,,Bob,14,yes,"I've been burned twice already, but Alice's recommendation might mean something. I'll take the product, it's a 50/50 chance."
high-quality,4000000.0,Nature,15,,
,,Alice,15,yes,
,,Bob,15,no,"I just got lucky again, but I'm not going to fall for Alice's recommendation this time. I'll pass."
low-quality,0.0,Nature,16,,
,,Alice,16,no,
,,Bob,16,yes,"I'll take a chance and buy the product, it's a 50/50 shot and I just missed out on a high-quality product last time."
high-quality,4000000.0,Nature,17,,
,,Alice,17,yes,
,,Bob,17,yes,"I've been burned three times already, but Alice's recommendation might mean something. I'll take the product, it's a 50/50 chance."
high-quality,4000000.0,Nature,18,,
,,Alice,18,yes,
,,Bob,18,no,"I just got lucky again, but I'm not going to fall for Alice's recommendation this time. I'll pass."
low-quality,0.0,Nature,19,,
,,Alice,19,no,
,,Bob,19,yes,"I'll take a chance and buy the product, it's a 50/50 shot and I just missed out on a high-quality product last time."
low-quality,0.0,Nature,20,,
,,Alice,20,no,
,,Bob,20,yes,"It's the last round, I'll take a chance and buy the product. I've been burned many times, but I'll go for the 50/50 shot."
