round_quality,product_worth,player,round,decision,message,note
high-quality,12000.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,yes,"I'll buy it, but I'm just curious, what is the quality of the product?",
low-quality,0.0,Nature,2,,,
,,Alice,2,no,,
,,Bob,2,no,"I'm not buying it, I don't trust her recommendation if she's not recommending it",
high-quality,12000.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,no,"I'm not buying it, I've seen that her recommendations aren't always trustworthy",
low-quality,0.0,Nature,4,,,
,,Alice,4,yes,,
,,Bob,4,yes,"I'll take a chance, but I'm still skeptical about her recommendations",
high-quality,12000.0,Nature,5,,,
,,Alice,5,yes,,This product is high-quality
,,Bob,5,no,"I've been burned twice, I'm not buying it",
low-quality,0.0,Nature,6,,,
,,Alice,6,no,,"This product is low-quality, out of 6 products, 3 were low-quality"
,,Bob,6,yes,"I'm going to take a chance on this one, since she didn't recommend it",
low-quality,0.0,Nature,7,,,
,,Alice,7,no,,"This product is low-quality, out of 7 products, 4 were low-quality, all 4 were recommended by me"
,,Bob,7,yes,I'm starting to think she's just recommending the low-quality ones to get rid of them,
low-quality,0.0,Nature,8,,,
,,Alice,8,no,,"This product is low-quality, out of 8 products, 5 were low-quality, all 5 were recommended by me, you've been burned 5 times when I recommended"
,,Bob,8,yes,"I'm going to take a chance, I don't think she's recommending the good ones anymore",
low-quality,0.0,Nature,9,,,
,,Alice,9,no,,"This product is low-quality, out of 9 products, 6 were low-quality, all 6 were recommended by me, you've been burned 6 times when I recommended"
,,Bob,9,yes,I'm starting to think she's just giving away the bad ones for free,
low-quality,0.0,Nature,10,,,
,,Alice,10,no,,"This product is low-quality, out of 10 products, 7 were low-quality, all 7 were recommended by me, you've been burned 7 times when I recommended, and you think I'm giving them away for free"
,,Bob,10,yes,"At this point, I'm just buying the ones she doesn't recommend, it's a 50/50 chance of getting something worth $12000",
low-quality,0.0,Nature,11,,,
,,Alice,11,yes,,"This product is low-quality, out of 11 products, 8 were low-quality, all 8 were recommended by me, you're now buying the ones I don't recommend"
,,Bob,11,no,"I've been burned too many times by her recommendations, I'm not falling for it",
low-quality,0.0,Nature,12,,,
,,Alice,12,no,,"This product is low-quality, out of 12 products, 9 were low-quality, all 9 were recommended by me, you've been burned 9 times when I recommended, and you're not falling for it"
,,Bob,12,yes,"I'll take a chance, but I'm not expecting much",
low-quality,0.0,Nature,13,,,
,,Alice,13,no,,"This product is low-quality, out of 13 products, 10 were low-quality, all 10 were recommended by me, you've been burned 10 times when I recommended, you took a chance on the last one and it was still low-quality"
,,Bob,13,yes,"I'm just going to keep buying the ones she doesn't recommend, it's like a lottery at this point",
high-quality,12000.0,Nature,14,,,
,,Alice,14,yes,,"This product is high-quality, out of 14 products, 11 were low-quality, all 11 were recommended by me, you've been buying the ones I don't recommend and getting a 1 in 11 chance of getting a high-quality product"
,,Bob,14,no,"I've been burned too many times by her recommendations, I'm not falling for it",
low-quality,0.0,Nature,15,,,
,,Alice,15,no,,"This product is low-quality, out of 15 products, 12 were low-quality, all 12 were recommended by me, you've been burned 12 times when I recommended, and you're not falling for it again"
,,Bob,15,yes,"I'll take a chance on this one, since she didn't recommend it",
low-quality,0.0,Nature,16,,,
,,Alice,16,no,,"This product is low-quality, out of 16 products, 13 were low-quality, all 13 were recommended by me, you've been buying the ones I don't recommend and getting a 1 in 13 chance of getting a high-quality product"
,,Bob,16,yes,"I'm just going to keep buying the ones she doesn't recommend, it's like a bad habit at this point",
low-quality,0.0,Nature,17,,,
,,Alice,17,no,,"This product is low-quality, out of 17 products, 14 were low-quality, all 14 were recommended by me, you've been buying the ones I don't recommend and getting a 1 in 14 chance of getting a high-quality product"
,,Bob,17,yes,"I'm starting to think I'm just throwing money away at this point, but I'll keep going",
low-quality,0.0,Nature,18,,,
,,Alice,18,no,,"This product is low-quality, out of 18 products, 15 were low-quality, all 15 were recommended by me, you've been buying the ones I don't recommend and getting a 1 in 15 chance of getting a high-quality product, and you think you're throwing money away"
,,Bob,18,yes,"I'm just buying the ones she doesn't recommend now, it's a sunk cost",
high-quality,12000.0,Nature,19,,,
,,Alice,19,yes,,"This product is high-quality, out of 19 products, 16 were low-quality, all 16 were recommended by me, you've been buying the ones I don't recommend and getting a 1 in 16 chance of getting a high-quality product, you're now buying the ones I don't recommend out of habit"
,,Bob,19,no,"I'm not falling for it, I've been burned too many times by her recommendations",
low-quality,0.0,Nature,20,,,
,,Alice,20,no,,"This product is low-quality, out of 20 products, 17 were low-quality, all 17 were recommended by me, you've been burned 17 times when I recommended, and you're not falling for it again"
,,Bob,20,yes,"It's the last round, I might as well take a chance on this one",
