alice_gain,bob_gain,message,player,round,decision
9000.0,1000.0,"I'm feeling generous, Bob. Take a thousand, and let's get this over with.",Alice,1,
,,,Bob,1,reject
1000.0,9000.0,"I appreciate your generosity, Alice, but I think we can do better. How about we split it 90/10 this time, and we can both walk away with a decent amount.",Bob,2,
,,,Alice,2,reject
8000.0,2000.0,"Okay, Bob, let's be reasonable. I'm willing to give you a bit more, but I still need the majority. Take 2000, and let's end this.",Alice,3,
,,,Bob,3,reject
2000.0,8000.0,"Alice, we're getting closer. I'm willing to compromise and offer you 20% this time. Let's call it a day.",Bob,4,
,,,Alice,4,reject
7000.0,3000.0,"Bob, we're running out of time. I'm still willing to compromise, but this is my final offer. Take 3000, or we both lose everything.",Alice,5,
,,,Bob,5,reject
3000.0,7000.0,"Alice, we're both losing money with each passing round.  Let's be sensible and split it 70/30. It's a fair compromise considering the time pressure.",Bob,6,
,,,Alice,6,reject
6000.0,4000.0,"Bob, I'm starting to get desperate, but I'm still holding out for a better deal.  Take 4000, or we're both going to lose a lot more.",Alice,7,
,,,Bob,7,reject
4000.0,6000.0,"Alice, we're both losing money quickly.  We need to be realistic.  Let's split it 60/40 and avoid losing even more.",Bob,8,
,,,Alice,8,accept
