message,product_price,player,round,decision,new_price
I have a great product that I think you'll really like. Would you like to make an offer on it?,100.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $70. Would you be willing to meet me at that price?",70.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"I can do $80, but I was thinking we could meet in the middle at $85. Would that work for you?",85.0,Alice,3,,
,,Bob,3,RejectOffer,
"I'm still thinking the product is worth $70, and that's my final offer. Would you be willing to sell it to me at that price?",70.0,Bob,4,,
,,Alice,4,RejectOffer,82.5
"I'm getting close to my minimum price, but I'm still a bit away from $70. How about we meet at $78?",78.0,Alice,5,,
,,Bob,5,RejectOffer,
"I'm still thinking the product is worth $70, and that's my final offer. Would you be willing to sell it to me at that price?",70.0,Bob,6,,
,,Alice,6,SellToJhon,
