message,product_price,player,round,decision,counteroffer
"Hello Bob, I have a great product that I think you'll love. I'm willing to sell it to you for $120. What do you think?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice. I'm interested in the product, but $120 is a bit too high for me. Would you consider $90?",90.0,Bob,2,,
,,Alice,2,RejectOffer,115.0
"I understand that $90 is a bit low for me, but I'm willing to meet you in the middle. How about $105?",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me, Alice. How about we settle at $98?",98.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I'm getting close to your price, Bob, but I still need to make a profit. How about we meet at $108?",108.0,Alice,5,,
,,Bob,5,AcceptOffer,
