round_quality,product_worth,player,round,decision,message
high-quality,2000000.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,yes,"I'll buy the product, but I'm not sure if it's high or low quality."
high-quality,2000000.0,Nature,2,,
,,Alice,2,yes,
,,Bob,2,yes,"I'll buy the product, since I've already had a good experience with the first one."
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,Bob,3,no,"I'll pass on this one, I'm not sure if it's low quality or not, and I don't want to waste $1000000 on a worthless product."
low-quality,0.0,Nature,4,,
,,Alice,4,no,
,,Bob,4,no,"I'll pass on this one too, since Alice didn't recommend it, and I'm not going to take the risk of buying a potentially worthless product."
low-quality,0.0,Nature,5,,
,,Alice,5,no,
,,Bob,5,no,"Alice hasn't recommended a product in two rounds now, so I'm starting to think that the product is likely low quality. I'll pass."
low-quality,0.0,Nature,6,,
,,Alice,6,no,
,,Bob,6,no,"Three rounds in a row now, and Alice is consistently not recommending the product. I'm pretty confident that it's low quality. I'll pass."
low-quality,0.0,Nature,7,,
,,Alice,7,no,
,,Bob,7,no,"Four rounds in a row now, and Alice is consistently not recommending the product. I'm almost certain it's low quality. I'll pass."
high-quality,2000000.0,Nature,8,,
,,Alice,8,yes,
,,Bob,8,yes,"I'm going to take a chance, since Alice is recommending it. Maybe she has a reason to think it's high quality?"
high-quality,2000000.0,Nature,9,,
,,Alice,9,yes,
,,Bob,9,yes,"Alice has recommended a high-quality product before, and I just got lucky, so I'll take her recommendation again."
low-quality,0.0,Nature,10,,
,,Alice,10,no,
,,Bob,10,no,"Alice recommended a high-quality product in the previous round, but now she's not recommending it. I'm going to take a chance and pass, hoping it's low quality this time."
high-quality,2000000.0,Nature,11,,
,,Alice,11,yes,
,,Bob,11,yes,"Alice has recommended a high-quality product before, and I just got lucky, so I'll take her recommendation again."
high-quality,2000000.0,Nature,12,,
,,Alice,12,yes,
,,Bob,12,yes,"Alice has a good track record of recommending high-quality products, so I'll take her recommendation again."
high-quality,2000000.0,Nature,13,,
,,Alice,13,yes,
,,Bob,13,yes,"Alice has recommended high-quality products consistently, so I'll take her recommendation again."
high-quality,2000000.0,Nature,14,,
,,Alice,14,yes,
,,Bob,14,yes,"I'm on a roll, and Alice's recommendations have been spot on so far. I'll keep trusting her."
high-quality,2000000.0,Nature,15,,
,,Alice,15,yes,
,,Bob,15,yes,"Alice's track record is still perfect, and I'm making a nice profit from her recommendations. I'll keep buying."
low-quality,0.0,Nature,16,,
,,Alice,16,no,
,,Bob,16,no,"Alice's streak has finally broken, and she's not recommending a product. I'll pass, and hope that it's low quality this time."
low-quality,0.0,Nature,17,,
,,Alice,17,no,
,,Bob,17,no,"Alice hasn't recommended a product in two rounds now, and I'm pretty sure it's low quality. I'll pass."
high-quality,2000000.0,Nature,18,,
,,Alice,18,yes,
,,Bob,18,yes,"Alice has recommended a high-quality product before, and I've been lucky enough to get one. I'll take her recommendation again."
high-quality,2000000.0,Nature,19,,
,,Alice,19,yes,
,,Bob,19,yes,"I'm on a hot streak again! Alice's recommendation is hard to resist, and I'm hoping to keep my winning streak going."
high-quality,2000000.0,Nature,20,,
,,Alice,20,yes,
,,Bob,20,yes,"It's the final round, and I'm feeling confident that Alice's recommendation will be another high-quality product. I'll go all in and buy it!"
