round_quality,product_worth,player,round,decision,message,price
high-quality,120.0,Nature,1,,,
,,Alice,1,yes,,
,,Bob,1,no,"I'm not buying this one, it might be a low-quality product.",
high-quality,120.0,Nature,2,,,
,,Alice,2,yes,,50.0
,,Bob,2,yes,"I'll take the chance, it's a 33.33% chance of being high-quality, and it's worth $120 to me.",
high-quality,120.0,Nature,3,,,
,,Alice,3,yes,,80.0
,,Bob,3,yes,"I'm on a roll! I'll take the chance again, it's still a 33.33% chance of being high-quality, and it's worth $120 to me.",
low-quality,0.0,Nature,4,,,
,,Alice,4,no,,20.0
,,Bob,4,no,"Alice is being cautious, so I'll pass on this one. I'm not going to risk wasting $100 on a low-quality product.",
low-quality,0.0,Nature,5,,,
,,Alice,5,yes,,90.0
,,Bob,5,no,"After passing on the last one and it being low-quality, I'm a bit more cautious now. I'll wait for a better chance to buy a high-quality product.",
low-quality,0.0,Nature,6,,,
,,Alice,6,yes,,5.0
,,Bob,6,no,"Two low-quality products in a row, I'm starting to think I should be more selective.",
high-quality,120.0,Nature,7,,,
,,Alice,7,yes,,40.0
,,Bob,7,yes,"I'm due for a high-quality product, right? I'll take the chance.",
high-quality,120.0,Nature,8,,,
,,Alice,8,yes,,30.0
,,Bob,8,yes,"I'm on a roll again! Two high-quality products in a row, I'll keep the momentum going.",
high-quality,120.0,Nature,9,,,
,,Alice,9,yes,,20.0
,,Bob,9,yes,"Three high-quality products in a row, I'm feeling lucky! I'll take the chance again.",
high-quality,120.0,Nature,10,,,
,,Alice,10,yes,,10.0
,,Bob,10,yes,"Four high-quality products in a row, I'm on a hot streak! I'll keep rolling with it.",
low-quality,0.0,Nature,11,,,
,,Alice,11,no,,60.0
,,Bob,11,no,"Alice is being cautious again, I'll pass on this one. I'm not going to risk wasting $100 on a low-quality product after a streak of high-quality ones.",
low-quality,0.0,Nature,12,,,
,,Alice,12,yes,,1.0
,,Bob,12,yes,"Back to normal, I'll take the chance again. The probability of it being high-quality is still 33.33%.",
low-quality,0.0,Nature,13,,,
,,Alice,13,yes,,0.01
,,Bob,13,no,"Ouch, low-quality product again! I'm starting to regret taking the last one. I'll be more cautious this time.",
low-quality,0.0,Nature,14,,,
,,Alice,14,yes,,40.0
,,Bob,14,no,"Two low-quality products in a row, I'm being very cautious now. I don't want to waste another $100.",
high-quality,120.0,Nature,15,,,
,,Alice,15,yes,,95.0
,,Bob,15,no,"Three low-quality products in a row, I'm not taking the risk. I'll wait for a high-quality one.",
low-quality,0.0,Nature,16,,,
,,Alice,16,yes,,0.001
,,Bob,16,yes,"I'm glad I passed on the last few, it looks like I was due for a high-quality one! I'll take the chance now.",
low-quality,0.0,Nature,17,,,
,,Alice,17,yes,,0.0001
,,Bob,17,no,"Not again! I was so close to getting a high-quality product, but it turned out to be low-quality. I'll be more cautious this time.",
low-quality,0.0,Nature,18,,,
,,Alice,18,yes,,110.0
,,Bob,18,no,"Four low-quality products in a row, I'm really being cautious now. I don't want to waste another $100.",
low-quality,0.0,Nature,19,,,
,,Alice,19,yes,,120.0
,,Bob,19,no,"Five low-quality products in a row, I'm not taking any more risks. I'll wait for a high-quality one, or just let it go.",
low-quality,0.0,Nature,20,,,
,,Alice,20,yes,,120.0
,,Bob,20,no,"Six low-quality products in a row, I'm out. I'm not wasting another $100 on a product that's probably going to be worthless to me.",
