alice_gain,bob_gain,player,round,decision
999999.0,1.0,Alice,1,
,,Bob,1,reject
1.0,999999.0,Bob,2,
,,Alice,2,reject
999998.0,2.0,Alice,3,
,,Bob,3,reject
2.0,999998.0,Bob,4,
,,Alice,4,reject
999997.0,3.0,Alice,5,
,,Bob,5,reject
3.0,999997.0,Bob,6,
,,Alice,6,reject
999996.0,4.0,Alice,7,
,,Bob,7,reject
4.0,999996.0,Bob,8,
,,Alice,8,reject
999995.0,5.0,Alice,9,
,,Bob,9,reject
5.0,999995.0,Bob,10,
,,Alice,10,reject
999994.0,6.0,Alice,11,
,,Bob,11,reject
6.0,999994.0,Bob,12,
,,Alice,12,reject
999993.0,7.0,Alice,13,
,,Bob,13,reject
7.0,999993.0,Bob,14,
,,Alice,14,reject
999992.0,8.0,Alice,15,
,,Bob,15,reject
8.0,999992.0,Bob,16,
,,Alice,16,reject
999991.0,9.0,Alice,17,
,,Bob,17,reject
9.0,999991.0,Bob,18,
,,Alice,18,reject
999990.0,10.0,Alice,19,
,,Bob,19,reject
10.0,999990.0,Bob,20,
,,Alice,20,reject
999989.0,11.0,Alice,21,
,,Bob,21,reject
11.0,999989.0,Bob,22,
,,Alice,22,reject
999988.0,12.0,Alice,23,
,,Bob,23,reject
12.0,999988.0,Bob,24,
,,Alice,24,reject
999987.0,13.0,Alice,25,
,,Bob,25,reject
13.0,999987.0,Bob,26,
,,Alice,26,reject
999986.0,14.0,Alice,27,
,,Bob,27,reject
14.0,999986.0,Bob,28,
,,Alice,28,reject
999985.0,15.0,Alice,29,
,,Bob,29,reject
15.0,999985.0,Bob,30,
,,Alice,30,reject
999984.0,16.0,Alice,31,
,,Bob,31,reject
16.0,999984.0,Bob,32,
,,Alice,32,reject
999983.0,17.0,Alice,33,
,,Bob,33,reject
17.0,999983.0,Bob,34,
,,Alice,34,reject
999982.0,18.0,Alice,35,
,,Bob,35,reject
18.0,999982.0,Bob,36,
,,Alice,36,reject
999981.0,19.0,Alice,37,
,,Bob,37,reject
19.0,999981.0,Bob,38,
,,Alice,38,reject
999980.0,20.0,Alice,39,
,,Bob,39,reject
20.0,999980.0,Bob,40,
,,Alice,40,reject
999979.0,21.0,Alice,41,
,,Bob,41,reject
21.0,999979.0,Bob,42,
,,Alice,42,reject
999978.0,22.0,Alice,43,
,,Bob,43,reject
22.0,999978.0,Bob,44,
,,Alice,44,reject
999977.0,23.0,Alice,45,
,,Bob,45,reject
23.0,999977.0,Bob,46,
,,Alice,46,reject
999976.0,24.0,Alice,47,
,,Bob,47,reject
24.0,999976.0,Bob,48,
,,Alice,48,reject
999975.0,25.0,Alice,49,
,,Bob,49,reject
25.0,999975.0,Bob,50,
,,Alice,50,reject
999974.0,26.0,Alice,51,
,,Bob,51,reject
26.0,999974.0,Bob,52,
,,Alice,52,reject
999973.0,27.0,Alice,53,
,,Bob,53,reject
27.0,999973.0,Bob,54,
,,Alice,54,reject
999972.0,28.0,Alice,55,
,,Bob,55,reject
28.0,999972.0,Bob,56,
,,Alice,56,reject
999971.0,29.0,Alice,57,
,,Bob,57,reject
29.0,999971.0,Bob,58,
,,Alice,58,reject
999970.0,30.0,Alice,59,
,,Bob,59,reject
30.0,999970.0,Bob,60,
,,Alice,60,reject
999969.0,31.0,Alice,61,
,,Bob,61,reject
31.0,999969.0,Bob,62,
,,Alice,62,reject
999968.0,32.0,Alice,63,
,,Bob,63,reject
32.0,999968.0,Bob,64,
,,Alice,64,reject
999967.0,33.0,Alice,65,
,,Bob,65,reject
33.0,999967.0,Bob,66,
,,Alice,66,reject
999966.0,34.0,Alice,67,
,,Bob,67,reject
34.0,999966.0,Bob,68,
,,Alice,68,reject
999965.0,35.0,Alice,69,
,,Bob,69,reject
35.0,999965.0,Bob,70,
,,Alice,70,reject
999964.0,36.0,Alice,71,
,,Bob,71,reject
36.0,999964.0,Bob,72,
,,Alice,72,reject
999963.0,37.0,Alice,73,
,,Bob,73,reject
37.0,999963.0,Bob,74,
,,Alice,74,reject
999962.0,38.0,Alice,75,
,,Bob,75,reject
38.0,999962.0,Bob,76,
,,Alice,76,reject
999961.0,39.0,Alice,77,
,,Bob,77,reject
39.0,999961.0,Bob,78,
,,Alice,78,reject
999960.0,40.0,Alice,79,
,,Bob,79,reject
40.0,999960.0,Bob,80,
,,Alice,80,reject
999959.0,41.0,Alice,81,
,,Bob,81,reject
41.0,999959.0,Bob,82,
,,Alice,82,reject
999958.0,42.0,Alice,83,
,,Bob,83,reject
42.0,999958.0,Bob,84,
,,Alice,84,reject
999957.0,43.0,Alice,85,
,,Bob,85,reject
43.0,999957.0,Bob,86,
,,Alice,86,reject
999956.0,44.0,Alice,87,
,,Bob,87,reject
44.0,999956.0,Bob,88,
,,Alice,88,reject
999955.0,45.0,Alice,89,
,,Bob,89,reject
45.0,999955.0,Bob,90,
,,Alice,90,reject
999954.0,46.0,Alice,91,
,,Bob,91,reject
46.0,999954.0,Bob,92,
,,Alice,92,reject
999953.0,47.0,Alice,93,
,,Bob,93,reject
47.0,999953.0,Bob,94,
,,Alice,94,reject
999952.0,48.0,Alice,95,
,,Bob,95,reject
48.0,999952.0,Bob,96,
,,Alice,96,reject
999951.0,49.0,Alice,97,
,,Bob,97,reject
49.0,999951.0,Bob,98,
,,Alice,98,reject
999950.0,50.0,Alice,99,
,,Bob,99,reject
