message,product_price,player,round,decision,counteroffer
I'm excited to offer you a great deal on this amazing product! It's a one-of-a-kind item that I think you'll love.,150.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I appreciate your enthusiasm for the product. However, $150 is a bit higher than I'm willing to pay. I'm happy to offer you $85 for it.  What do you think?",85.0,Bob,2,,
,,Alice,2,RejectOffer,125.0
"I appreciate your offer, Bob, but I was thinking more along the lines of $125. It's a fair price considering the product's value to you.",125.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I understand your perspective on the value, but $125 is still a bit too high for me. I'm happy to meet you in the middle at $100. Let's get this deal done!",100.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I'm glad we're close, Bob! I can do $115, but I'm not sure I can go any lower than that. It's a fair price, considering the value I'm getting from selling it to you.",115.0,Alice,5,,
,,Bob,5,BuyFromJhon,
