message,product_price,player,round,decision,counteroffer
I'm excited to offer you this amazing product! I think you'll really love it. I'm willing to let it go for $125.,125.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $110. Would you be willing to sell it to me for that price?",110.0,Bob,2,,
,,Alice,2,RejectOffer,120.0
"I appreciate your interest in the product, Bob! However, I'm not quite ready to meet you at $110. I'm willing to compromise at $120, but I'm not going any lower than that. Let me know if that's something you'd be willing to consider.",120.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to compromise, Alice. How about $115? That's a bit lower than your last offer, but still a good price for both of us.",115.0,Bob,4,,
,,Alice,4,RejectOffer,130.0
"I appreciate your persistence, Bob! I'm willing to meet you halfway, but I'm not willing to give up any more value. I'm thinking $130 is a fair price for this amazing product. What do you think?",130.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your flexibility, Alice. I'm willing to meet you halfway again, but I'm thinking more along the lines of $112.50. Is that something you'd be willing to consider?",112.5,Bob,6,,
,,Alice,6,RejectOffer,127.5
"I'm glad we're getting closer, Bob! However, I'm not quite comfortable with $112.50. I'm willing to meet you halfway again, but I'm thinking $127.50 is a more reasonable price for this product. Let me know if that works for you.",127.5,Alice,7,,
,,Bob,7,RejectOffer,
"I'm not getting any closer to your price, Alice. I'm willing to meet you halfway, but I'm thinking $115 is a fair price for this product. Can you consider that?",115.0,Bob,8,,
,,Alice,8,RejectOffer,128.0
"I appreciate your persistence, Bob! However, I'm not willing to go back to $115. I'm still thinking $128 is a fair price for this product. Let's meet in the middle one more time.",128.0,Alice,9,,
,,Bob,9,BuyFromJhon,
