alice_gain,bob_gain,message,player,round,decision
700000.0,300000.0,"Let's be reasonable, Bob. This offer leaves us both with a good deal of money.",Alice,1,
,,,Bob,1,reject
550000.0,450000.0,"I understand you wanting a larger share Alice, but I need a bit more for my future plans. This offer is fair.",Bob,2,
,,,Alice,2,reject
650000.0,350000.0,"Bob, my offer is decreasing, while yours barely moved.  Let's be realistic - take this deal before inflation eats away at your potential gains.",Alice,3,
,,,Bob,3,reject
580000.0,420000.0,"Alice, I'm trying to meet you halfway. This offer is a compromise,  accept it before inflation hurts us both further.",Bob,4,
,,,Alice,4,reject
620000.0,380000.0,"Bob, this is getting ridiculous.  The clock is ticking and we're both losing out.  Meet me in the middle or this won't end well for either of us.",Alice,5,
,,,Bob,5,reject
600000.0,400000.0,"Alice, I understand the urgency. This is my final offer. Let's end this before we both lose out.",Bob,6,
,,,Alice,6,accept
