message,product_price,player,round,decision,new_price
I'm excited to offer you this great product! I think you'll really like it.,120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I'm interested in the product, but the price is a little high for me. How about we settle on something a bit lower?",90.0,Bob,2,,
,,Alice,2,RejectOffer,130.0
"I understand you're looking for a better deal, Bob. I'm willing to meet you halfway, but I need to make a profit. How about we compromise at $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you working with me on the price, Alice.  $110 is closer, but still a bit more than I was hoping to spend. Could you do $100 even?",100.0,Bob,4,,
,,Alice,4,RejectOffer,115.0
"I'm glad we're close, Bob! However, I need to make sure I can cover my costs. How about we meet at $105?",105.0,Alice,5,,
,,Bob,5,AcceptOffer,
