alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
400000.0,600000.0,Bob,2,
,,Alice,2,reject
480000.0,520000.0,Alice,3,
,,Bob,3,reject
450000.0,550000.0,Bob,4,
,,Alice,4,reject
462400.0,537600.0,Alice,5,
,,Bob,5,reject
425000.0,575000.0,Bob,6,
,,Alice,6,reject
464800.0,535200.0,Alice,7,
,,Bob,7,reject
400000.0,600000.0,Bob,8,
,,Alice,8,reject
467200.0,532800.0,Alice,9,
,,Bob,9,reject
375000.0,625000.0,Bob,10,
,,Alice,10,reject
471040.0,528960.0,Alice,11,
,,Bob,11,reject
100000.0,900000.0,Bob,12,
,,Alice,12,reject
