alice_gain,bob_gain,message,player,round,decision
80.0,20.0,"Let's split it 4:1 in favor of Bob to ensure fairness. Remember, inflation will affect us differently.",Alice,1,
,,,Bob,1,reject
10.0,90.0,"I think it's best to focus on maximizing my gain in the early rounds since inflation will hurt Alice more than me. This way, we both can still get something even if we end up negotiating closer to the end.",Bob,2,
,,,Alice,2,reject
72.0,28.0,"Considering inflation, I propose a split that gradually reduces my share while increasing yours. This might encourage cooperation in future rounds.",Alice,3,
,,,Bob,3,reject
5.0,95.0,"Inflation is affecting you much more now, so let's keep maximizing my gains while we can.  We can negotiate a more even split later, but it's important to get as much as possible early on.",Bob,4,
,,,Alice,4,reject
69.12,30.88,"I'm willing to take a smaller portion now, anticipating that inflation will further reduce its value. Let's aim for a balanced approach to maximize our overall gains.",Alice,5,
,,,Bob,5,reject
2.0,98.0,"I'm pushing for a strong deal early on, but I'm willing to negotiate a fairer split later in the game. We both need to be strategic to survive the inflation.",Bob,6,
,,,Alice,6,reject
65.64,34.36,"I'm proposing a gradual reduction in my share, anticipating the impact of inflation. Let's aim for a balanced strategy that considers both our needs.",Alice,7,
,,,Bob,7,reject
1.0,99.0,"We're getting closer to the end, but inflation is hitting Alice hard.  I'm offering a slightly more generous split than before, but it's still important to secure a good deal for myself.  Let's find a way to both get something out of this.",Bob,8,
,,,Alice,8,reject
62.14,37.86,"As we approach the end, I'm suggesting a more equal split to account for the inflationary pressures. Let's aim for mutual benefit in these final rounds.",Alice,9,
,,,Bob,9,reject
0.5,99.5,"We're running out of time, and inflation is really hurting Alice.  I'm offering a small share to keep the game going, but I need to get as much as possible for myself.  Let's try to negotiate a slightly more fair split in the next round.",Bob,10,
,,,Alice,10,reject
59.28,40.72,"With time running short, I'm proposing a more equitable division considering the diminishing value of our currency. Let's aim for a fair conclusion.",Alice,11,
,,,Bob,11,reject
0.1,99.9,"This is our last chance. I'm willing to give you a tiny share just to avoid both of us getting nothing.  The inflation has been brutal, and this is the best I can do.",Bob,12,
,,,Alice,12,accept
