message,product_price,player,round,decision,new_price
I'm excited to offer you this great product! I think you'll really love it. I'm willing to let it go for $100.,100.0,Alice,1,,
,,Bob,1,RejectOffer,
"That's a bit too high for me, Alice. I'd be willing to pay $85 for it.",85.0,Bob,2,,
,,Alice,2,RejectOffer,105.0
"I understand you're looking for a good deal, but I've got to make a profit. I'm willing to meet you halfway between $85 and $100, so I'll offer it to you for $92.50.",92.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you meeting me halfway, Alice. How about we settle at $88?",88.0,Bob,4,,
,,Alice,4,RejectOffer,97.5
"I'm getting closer to your price, Bob! I'm willing to go up to $97.50, but that's as high as I can go. It's a great deal, and I think you'll really like the product.",97.5,Alice,5,,
,,Bob,5,RejectOffer,
"It seems like we're getting close, Alice. I'd be happy to close the deal at $90.",90.0,Bob,6,,
,,Alice,6,RejectOffer,99.0
"I'm not quite ready to give up yet, Bob! I'm willing to meet you at $92, but that's as low as I can go. It's a great deal, and I think you'll really love the product.",92.0,Alice,7,,
,,Bob,7,AcceptOffer,
