alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's be fair, Bob. I'm proposing a 60/40 split to start.",Alice,1,
,,,Bob,1,reject
4000.0,6000.0,"I think a 60/40 split is fair, but I'd like to be on the receiving end of the 60% this time.  Let's see if you agree.",Bob,2,
,,"That's a significant swing in your favor, Bob. I'm willing to negotiate, but not at that steep a rate.",Alice,2,reject
5500.0,4500.0,"Okay, Bob, let's find a compromise. I'm willing to come down a bit from my initial offer. How about a 55/45 split?",Alice,3,
,,,Bob,3,reject
4500.0,5500.0,"I appreciate you coming down from your previous offer, Alice.  I'm still holding out for a 55/45 split, but this time I'd like to get the bigger share.  Let's see if we can find common ground.",Bob,4,
,,"Bob, we're going in circles. This is the same split you rejected in the previous round. I'm open to a deal, but it needs to be a genuine compromise.",Alice,4,reject
5250.0,4750.0,"Bob, let's stop wasting time. I'm proposing a 52.5/47.5 split. This is a small concession on my part, and it's a fair deal considering the inflation.  Let's close this out.",Alice,5,
,,,Bob,5,accept
