alice_gain,bob_gain,player,round,decision
8000.0,2000.0,Alice,1,
,,Bob,1,reject
7000.0,3000.0,Bob,2,
,,Alice,2,reject
6400.0,3600.0,Alice,3,
,,Bob,3,reject
6500.0,3500.0,Bob,4,
,,Alice,4,reject
6144.0,3856.0,Alice,5,
,,Bob,5,reject
6400.0,3600.0,Bob,6,
,,Alice,6,reject
5920.0,4080.0,Alice,7,
,,Bob,7,reject
6250.0,3750.0,Bob,8,
,,Alice,8,reject
5664.0,4336.0,Alice,9,
,,Bob,9,reject
6200.0,3800.0,Bob,10,
,,Alice,10,reject
5408.0,4592.0,Alice,11,
,,Bob,11,reject
6150.0,3850.0,Bob,12,
,,Alice,12,accept
