message,product_price,player,round,decision,new_offer
"Hi Bob, I'm excited to offer you this amazing product for a special introductory price of $180. I think you'll really love it!",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but I was thinking more along the lines of $150. Is that something you'd be willing to consider?",150.0,Bob,2,,
,,Alice,2,RejectOffer,165.0
"I appreciate your interest in the product, Bob! I can do a bit better than $150, but I'm not willing to go all the way to $180. How about we meet in the middle at $165?",165.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet in the middle, but I was thinking more along the lines of $155. Is that something you'd be willing to consider?",155.0,Bob,4,,
,,Alice,4,RejectOffer,160.0
"I can see you're a serious buyer, Bob! I'm willing to come down a bit more, but I need to make a profit. How about we meet at $160?",160.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to come down, but I'm still a bit above my budget. Would you be willing to meet me at $152?",152.0,Bob,6,,
,,Alice,6,RejectOffer,158.0
"I'm getting close to my minimum price, Bob, but I'm willing to make one more concession. How about we meet at $158?",158.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your willingness to make concessions, but I'm still a bit above my budget. Would you be willing to meet me at $150?",150.0,Bob,8,,
,,Alice,8,RejectOffer,155.0
"I'm not willing to go all the way back to $150, Bob. I'll meet you in the middle of our last two offers at $152.5, but that's as low as I can go",152.5,Alice,9,,
,,Bob,9,RejectOffer,
"I appreciate your willingness to meet me halfway, but I'm still a bit above my budget. Would you be willing to meet me at $149?",149.0,Bob,10,,
,,Alice,10,RejectOffer,
