message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this great product! I think you'll really love it. I'm willing to sell it to you for $180.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice, but that's a bit steep for me. I'm interested in the product, but I could only do it for a price closer to $100.",100.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand you're looking to get a good deal, Bob, but I've got to make a profit. I'm willing to meet you halfway, but I need to get at least $160 for the product.",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice. How about we split the difference and do it for $130? That's a fair deal for both of us.",130.0,Bob,4,,
,,Alice,4,RejectOffer,145.0
"I appreciate your willingness to meet in the middle, Bob, but I'm not quite ready to give up on getting a bit more for the product. I'm willing to compromise, but I need to get at least $145 for it.",145.0,Alice,5,,
,,Bob,5,BuyFromJhon,
