alice_gain,bob_gain,message,player,round,decision
600000.0,400000.0,I propose dividing the money into $600000 for me and $400000 for you. Let's see if we can agree on this.,Alice,1,
,,,Bob,1,reject
400000.0,600000.0,I think it's fair that we both get a little more than what you offered. Let's split it down the middle and call it a day.,Bob,2,
,,,Alice,2,reject
540000.0,460000.0,"Considering the inflation, I propose dividing the money into $540000 for me and $460000 for you. This maintains a balance while accounting for the decrease in value of the currency.",Alice,3,
,,,Bob,3,reject
450000.0,550000.0,"Let's try to be reasonable here. I'm willing to give you a slightly bigger share, but I think it's important that we both get a fair amount.",Bob,4,
,,,Alice,4,reject
504000.0,496000.0,"Considering the inflation impact, I propose dividing the money into $504000 for me and $496000 for you. This aims to provide a fair distribution while taking into account the diminishing value of the currency.",Alice,5,
,,,Bob,5,accept
