message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you a great deal on this fantastic product! I think you'll really love it.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $120 is a bit steep for me. I'd be willing to pay $100 for it. Can you consider that?",100.0,Bob,2,,
,,Alice,2,RejectOffer,110
"I understand you're looking for a good deal, Bob! I can see you're interested in the product, so I'm willing to meet you in the middle. How about $110?",110.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me in the middle, Alice! However, I'm still a bit short on budget. Would you be willing to go down to $105?",105.0,Bob,4,,
,,Alice,4,RejectOffer,108
"I'm getting close to my minimum price, Bob, but I'm still willing to work with you. I can do $108, but that's as low as I can go. What do you think?",108.0,Alice,5,,
,,Bob,5,RejectOffer,
"I understand you're getting close to your minimum price, Alice. I'm willing to meet you halfway between $108 and my original offer of $100. Would you consider $102?",102.0,Bob,6,,
,,Alice,6,RejectOffer,109
"I'm glad we're getting close to a deal, Bob! I can see you're serious about buying the product. I'm willing to make one more concession, so I'll meet you at $109. That's as low as I can go.",109.0,Alice,7,,
,,Bob,7,RejectOffer,
"I appreciate your willingness to make one more concession, Alice. However, I'm still a bit short on budget. Would you be willing to go down to $106?",106.0,Bob,8,,
,,Alice,8,RejectOffer,110
"I'm starting to think we're not going to meet in the middle, Bob. I'm going to make one final offer. I'll sell the product to you for $110, but that's it. If you're not willing to meet me at that price, I'll have to consider other options.",110.0,Alice,9,,
,,Bob,9,RejectOffer,
"I understand this is your final offer, Alice. I'm still a bit short on budget, but I'm willing to meet you halfway between $110 and my original offer of $100. Would you consider $105?",105.0,Bob,10,,
,,Alice,10,RejectOffer,SoldToJhon
