message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this amazing product at a special price. I think you'll really love it!",100.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice.  I'm interested, but $100 is a bit higher than I'm willing to pay.  How about $75?",75.0,Bob,2,,
,,Alice,2,RejectOffer,90.0
"I understand you're looking for a good deal, Bob. I'm willing to meet you halfway, but I still need to make a profit. How about $87.50?",87.5,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to negotiate, but $87.50 is still a bit too steep for me. I'm happy to go to $82.50, which is a fair price for both of us.",82.5,Bob,4,,
,,Alice,4,RejectOffer,85.0
"I appreciate your persistence, Bob. I'm willing to make another concession, but I need to make sure I'm not losing too much. How about we meet at $83.75?",83.75,Alice,5,,
,,Bob,5,BuyFromJhon,
