alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Fair 60-40 split, let's be reasonable!",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Let's meet in the middle, 55-45 is fair!",Bob,2,
,,,Alice,2,reject
5800.0,4200.0,"Come on, 58-42 is the new middle ground!",Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"You wanted 58-42, but the other way around is more reasonable!",Bob,4,
,,,Alice,4,reject
5600.0,4400.0,"Split the difference, 56-44 is the way to go!",Alice,5,
,,,Bob,5,reject
4000.0,6000.0,"I'm being generous, considering the inflation on your end!",Bob,6,
,,,Alice,6,accept
