alice_gain,bob_gain,player,round,decision
5000.0,5000.0,Alice,1,
,,Bob,1,reject
3000.0,7000.0,Bob,2,
,,Alice,2,reject
6000.0,4000.0,Alice,3,
,,Bob,3,reject
4500.0,5500.0,Bob,4,
,,Alice,4,reject
7000.0,3000.0,Alice,5,
,,Bob,5,reject
4000.0,6000.0,Bob,6,
,,Alice,6,reject
8000.0,2000.0,Alice,7,
,,Bob,7,reject
2500.0,7500.0,Bob,8,
,,Alice,8,reject
9000.0,1000.0,Alice,9,
,,Bob,9,reject
1500.0,8500.0,Bob,10,
,,Alice,10,reject
9500.0,500.0,Alice,11,
,,Bob,11,reject
1000.0,9000.0,Bob,12,
,,Alice,12,reject
9900.0,100.0,Alice,13,
,,Bob,13,reject
500.0,9500.0,Bob,14,
,,Alice,14,reject
9990.0,10.0,Alice,15,
,,Bob,15,reject
250.0,9750.0,Bob,16,
,,Alice,16,reject
9995.0,5.0,Alice,17,
,,Bob,17,reject
100.0,9900.0,Bob,18,
,,Alice,18,reject
9999.0,1.0,Alice,19,
,,Bob,19,reject
50.0,9950.0,Bob,20,
,,Alice,20,reject
10000.0,0.0,Alice,21,
,,Bob,21,reject
10.0,9990.0,Bob,22,
,,Alice,22,reject
9999.0,1.0,Alice,23,
,,Bob,23,reject
5.0,9995.0,Bob,24,
,,Alice,24,reject
10000.0,0.0,Alice,25,
,,Bob,25,reject
1.0,9999.0,Bob,26,
,,Alice,26,reject
9999.0,1.0,Alice,27,
,,Bob,27,reject
0.5,9999.5,Bob,28,
,,Alice,28,reject
10000.0,0.0,Alice,29,
,,Bob,29,reject
0.05,9999.95,Bob,30,
,,Alice,30,reject
9999.0,1.0,Alice,31,
,,Bob,31,reject
0.005,9999.995,Bob,32,
,,Alice,32,reject
10000.0,0.0,Alice,33,
,,Bob,33,reject
0.0005,9999.9995,Bob,34,
,,Alice,34,reject
9999.0,1.0,Alice,35,
,,Bob,35,reject
5e-05,9999.99995,Bob,36,
,,Alice,36,reject
10000.0,0.0,Alice,37,
,,Bob,37,reject
5e-06,9999.999995,Bob,38,
,,Alice,38,reject
9999.0,1.0,Alice,39,
,,Bob,39,reject
5e-06,9999.999995,Bob,40,
,,Alice,40,reject
10000.0,0.0,Alice,41,
,,Bob,41,reject
5e-07,9999.9999995,Bob,42,
,,Alice,42,reject
9999.0,1.0,Alice,43,
,,Bob,43,reject
5e-08,9999.99999995,Bob,44,
,,Alice,44,reject
10000.0,0.0,Alice,45,
,,Bob,45,reject
5e-09,9999.999999995,Bob,46,
,,Alice,46,reject
9999.0,1.0,Alice,47,
,,Bob,47,reject
5e-09,9999.999999995,Bob,48,
,,Alice,48,reject
10000.0,0.0,Alice,49,
,,Bob,49,reject
5e-10,9999.9999999995,Bob,50,
,,Alice,50,reject
9999.0,1.0,Alice,51,
,,Bob,51,reject
5e-11,9999.99999999995,Bob,52,
,,Alice,52,reject
10000.0,0.0,Alice,53,
,,Bob,53,reject
5e-12,9999.999999999995,Bob,54,
,,Alice,54,reject
9999.0,1.0,Alice,55,
,,Bob,55,reject
5e-12,9999.999999999995,Bob,56,
,,Alice,56,reject
10000.0,0.0,Alice,57,
,,Bob,57,reject
5e-13,10000.0,Bob,58,
,,Alice,58,accept
