message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you this amazing product! It's a one-of-a-kind item that I'm sure you'll love. I'm willing to let it go for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, thanks for the offer. While I appreciate the product, $120 is a bit higher than I'm comfortable paying. Would you be willing to go down to $95?",95.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking to save a bit, Bob. I can see if I can do a little better. How about we meet in the middle at $105?",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to compromise, but $105 is still a bit too high for me. Would you consider $100? I'm really interested in the product, but that's my absolute limit.",100.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I can see you're really interested in the product, Bob, and I appreciate that. However, I'm not willing to go all the way down to $100. How about we meet at $108?",108.0,Alice,5,,
,,Bob,5,BuyFromJhon,
