message,product_price,player,round,decision,new_price
"Hello Bob, I'm excited to offer you a great deal on this amazing product! I think you'll love it.",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thank you for the offer Alice, but $180 is a bit higher than I'm comfortable with. I'd be willing to pay $130 for the product.",130.0,Bob,2,,
,,Alice,2,RejectOffer,165.0
"I understand you're looking for a good deal, Bob. I can see you're a serious buyer. I'm willing to meet you in the middle, but I need to make a profit. I'll offer it to you for $155.",155.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate the compromise, Alice, but $155 is still a bit too high for me. I'm willing to pay $140 for the product. Let's see if we can reach an agreement.",140.0,Bob,4,,
,,Alice,4,RejectOffer,150.0
"I can see you're really interested in the product, Bob. I'm willing to meet you at $145, but I need to make a profit. Let's see if we can find a sweet spot.",145.0,Alice,5,,
,,Bob,5,BuyFromJhon,
