alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's be fair and split the money, Bob. I think this is a good starting point for us.",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Your turn Alice. I'm feeling generous, but let's make it snappy. Time is money!",Bob,2,
,,"Thanks for the offer Bob, but I think we can find something a bit more equitable.",Alice,2,reject
5600.0,4400.0,"Okay Bob, let's meet halfway. Time is indeed valuable, so I hope you'll consider this offer seriously.",Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"The clock is ticking, Alice.  I need to see some movement your way. This is my final offer.",Bob,4,
,,"I appreciate the offer, Bob, but I can't accept that. Let's try to find something we're both happy with.",Alice,4,reject
5200.0,4800.0,"Bob, we're running out of time! This is my final offer. It's a decent split, and we both lose if we don't agree now.",Alice,5,
,,,Bob,5,accept
