message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this incredible product! It's a unique opportunity to own a one-of-a-kind item that I'm sure you'll love. I'm willing to sell it to you for $12000. Is this something you'd like to consider?",12000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Alice, thanks for the offer! I'm definitely interested in the product, but $12000 is a bit out of my budget. I'm willing to pay $9000 for it. What do you think?",9000.0,Bob,2,,
,,Alice,2,RejectOffer,10000.0
"I understand that $9000 is a bit low for me, but I'm willing to meet you in the middle. I can offer it to you for $10000. This is my best price for now, and I'm hoping we can come to an agreement.",10000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to negotiate. $10000 is still a bit high for me. I'm happy to meet you halfway again and offer $9500. Let's see if we can close this deal.",9500.0,Bob,4,,
,,Alice,4,RejectOffer,10500.0
"I appreciate your persistence, Bob! I'm willing to meet you halfway again, but I need to make sure I'm getting a fair price. I can offer it to you for $10500. This is my final offer, and I hope we can come to an agreement.",10500.0,Alice,5,,
,,Bob,5,BuyFromJhon,
