message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this great product for sale. I think you'll really love it! I'm willing to let it go for $90.",90.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I appreciate it.  However, I'm looking to spend a bit less.  Would you consider $85? ",85.0,Bob,2,,
,,Alice,2,RejectOffer,92.0
"I understand you're looking to spend a bit less, but I'm not sure I can go as low as $85. I'm willing to meet you in the middle at $92.5",92.5,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate you coming down a bit, Alice.  I'm still hoping for something closer to my initial offer of $85.  Would you consider $87.50?",87.5,Bob,4,,
,,Alice,4,RejectOffer,95.0
"I understand you're still looking for a good deal, but I'm not willing to go as low as $87.50. I'm willing to compromise, but I need to make a profit. I can offer it to you for $94.50",94.5,Alice,5,,
,,Bob,5,BuyFromJhon,
