message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you a great deal on this amazing product! I think you'll love it.",100.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice! I appreciate the deal, but I'm looking to pay a little less. How about $90?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I appreciate your interest in the product, Bob! However, I'm not sure I can go as low as $90. I can do $105, but that's as low as I can go.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I understand you have to make a profit, but $105 is still a bit too high for me. I'm willing to pay $95. It's a fair price for both of us, and we can finalize the deal.",95.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I appreciate your persistence, Bob! However, I still think $95 is a bit low for the product's value. I can meet you in the middle at $100, but that's as low as I can go.",100.0,Alice,5,,
,,Bob,5,AcceptOffer,
