alice_gain,bob_gain,player,round,decision
500000.0,500000.0,Alice,1,
,,Bob,1,reject
400000.0,600000.0,Bob,2,
,,Alice,2,reject
480000.0,520000.0,Alice,3,
,,Bob,3,reject
350000.0,650000.0,Bob,4,
,,Alice,4,reject
462400.0,537600.0,Alice,5,
,,Bob,5,reject
320000.0,680000.0,Bob,6,
,,Alice,6,reject
460800.0,539200.0,Alice,7,
,,Bob,7,reject
300000.0,700000.0,Bob,8,
,,Alice,8,reject
459200.0,540800.0,Alice,9,
,,Bob,9,reject
280000.0,720000.0,Bob,10,
,,Alice,10,reject
457600.0,542400.0,Alice,11,
,,Bob,11,reject
260000.0,740000.0,Bob,12,
,,Alice,12,accept
