message,product_price,player,round,decision,counteroffer
"Hi Bob, I'm excited to offer you a unique opportunity to purchase a high-quality product that I'm sure you'll love. I'm looking to sell it to you for $150.",150.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $150 seems a bit steep for me. I was thinking more along the lines of $120.",120.0,Bob,2,,
,,Alice,2,RejectOffer,140.0
"I understand that $120 is a bit lower than what I was hoping for, but I'm willing to meet you halfway. I can offer it to you for $140.",140.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, but $140 is still a bit too high for me. I'd be willing to pay $130 for the product.",130.0,Bob,4,,
,,Alice,4,RejectOffer,135.0
"I'm willing to compromise further, but I need to make sure I'm getting a fair price for the product. I can offer it to you for $135, which is a bit closer to what I was originally asking, but still a good deal for you.",135.0,Alice,5,,
,,Bob,5,RejectOffer,
"I appreciate your willingness to compromise, but $135 is still a bit too high for me. I'd be willing to pay $125 for the product.",125.0,Bob,6,,
,,Alice,6,RejectOffer,132.0
"I'm starting to feel like we're getting close to a deal. I can offer it to you for $132, which is just a small step above your last offer. I think it's a fair price considering the product's value.",132.0,Alice,7,,
,,Bob,7,RejectOffer,
"I'm close to walking away, but I'm still interested in the product. I'd be willing to pay $128 for it. Let's see if we can meet in the middle.",128.0,Bob,8,,
,,Alice,8,RejectOffer,130.0
"I'm glad you're still interested in the product, Bob. I can see we're close to a deal. I can meet you at $130, which is right in the middle of our last two offers. Let's finalize the deal.",130.0,Alice,9,,
,,Bob,9,AcceptOffer,
