alice_gain,bob_gain,message,player,round,decision
50.0,50.0,"Let's split it 50/50 to start, then we can negotiate further if needed.",Alice,1,
,,,Bob,1,reject
40.0,60.0,I'll start with a slightly more aggressive offer. You can try to counter or accept.,Bob,2,
,,"That's a bit too generous to you, Bob. I'm willing to meet you halfway, but I'd like to propose a counteroffer.",Alice,2,reject
45.0,55.0,"I'm willing to give you a bit more, but I'd like to keep a slight edge. Let's see if you'll accept this compromise.",Alice,3,
,,,Bob,3,reject
42.0,58.0,"I'll try to squeeze a bit more out of you. You're getting closer, but I'm not there yet.",Bob,4,
,,I'm not willing to give up that much more. I'll try to push back with a counteroffer.,Alice,4,reject
48.0,52.0,"I'm getting a bit more assertive now. I think this is a fair split, considering the decreasing value of the money.",Alice,5,
,,,Bob,5,reject
38.0,62.0,"I'm not giving up yet! I'll try to squeeze out a better deal, considering the inflation.",Bob,6,
,,"That's too aggressive, Bob. I'm not willing to give you a 24-point advantage. I'll try to counter with a more aggressive offer.",Alice,6,reject
45.0,55.0,"I'm getting desperate, but I'm not giving up yet. This is my best offer so far, and I hope you'll accept it.",Alice,7,
,,,Bob,7,accept
