alice_gain,bob_gain,player,round,decision
6000.0,4000.0,Alice,1,
,,Bob,1,reject
5000.0,5000.0,Bob,2,
,,Alice,2,reject
5250.0,4750.0,Alice,3,
,,Bob,3,reject
4500.0,5500.0,Bob,4,
,,Alice,4,reject
4812.5,5187.5,Alice,5,
,,Bob,5,reject
4000.0,6000.0,Bob,6,
,,Alice,6,reject
4614.06,5385.94,Alice,7,
,,Bob,7,reject
3500.0,6500.0,Bob,8,
,,Alice,8,reject
4362.08,5637.92,Alice,9,
,,Bob,9,reject
3000.0,7000.0,Bob,10,
,,Alice,10,reject
4071.04,5928.96,Alice,11,
,,Bob,11,reject
2500.0,7500.0,Bob,12,
,,Alice,12,accept
