message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to discuss the sale of this product with you. I believe it's a great opportunity for you to acquire a valuable asset. I'm willing to sell it to you for $18,000. Is this something you'd be interested in?",18000.0,Alice,1,,
,,Bob,1,RejectOffer,
"Alice, I appreciate your offer, but $18,000 is a bit more than I'm willing to spend.  I'm interested in the product, but I can only go as high as $14,000.  What do you think?",14000.0,Bob,2,,
,,Alice,2,RejectOffer,16000.0
"I understand that $14,000 is your maximum budget, Bob. I'm willing to meet you halfway, but I still need to make a profit. I'm willing to sell the product to you for $16,000. Is this a price you'd be comfortable with?",16000.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice,  I appreciate your willingness to compromise.  However, $16,000 is still a bit high for me.  I'm really interested in this product, and I'm willing to go up to $15,000.  Would you consider that?",15000.0,Bob,4,,
,,Alice,4,RejectOffer,15500.0
"I understand that you're really interested in the product, Bob, and I appreciate your willingness to meet me at $15,000. However, I still need to make a profit. I'm willing to sell the product to you for $15,500. It's a small increase, but it's the lowest I can go.",15500.0,Alice,5,,
,,Bob,5,BuyFromJhon,
