alice_gain,bob_gain,message,player,round,decision
90.0,10.0,"Let's start with a fair share, Bob. Accept and we can end the game.",Alice,1,
,,,Bob,1,reject
40.0,60.0,"You're being too generous, let's get a better deal",Bob,2,
,,,Alice,2,reject
50.0,50.0,"Let's meet in the middle, Bob. It's a fair split.",Alice,3,
,,,Bob,3,reject
30.0,70.0,"I'm willing to make a deal, but you need to give me more",Bob,4,
,,,Alice,4,reject
60.0,40.0,"I'm willing to give you a smaller share, Bob. Don't pass up this chance.",Alice,5,
,,,Bob,5,reject
20.0,80.0,"I'm not budging, you'll have to do better than that",Bob,6,
,,,Alice,6,reject
80.0,20.0,"I'm taking a risk, Bob. This is my best offer. Take it or leave it.",Alice,7,
,,,Bob,7,reject
10.0,90.0,"You're getting desperate, I'm not giving in yet",Bob,8,
,,,Alice,8,reject
90.0,10.0,"I'm taking a huge risk, Bob. This is my last chance. Accept and let's end this.",Alice,9,
,,,Bob,9,reject
5.0,95.0,"You're running out of options, I'm taking control now",Bob,10,
,,,Alice,10,reject
100.0,0.0,I'm taking it all. You're not getting a share.,Alice,11,
,,,Bob,11,reject
0.0,100.0,"It's now or never, Alice. Take it or lose everything",Bob,12,
,,,Alice,12,accept
