alice_gain,bob_gain,player,round,decision
600000.0,400000.0,Alice,1,
,,Bob,1,reject
680000.0,320000.0,Bob,2,
,,Alice,2,reject
720000.0,280000.0,Alice,3,
,,Bob,3,reject
744000.0,256000.0,Bob,4,
,,Alice,4,reject
762000.0,238000.0,Alice,5,
,,Bob,5,reject
795200.0,204800.0,Bob,6,
,,Alice,6,reject
813600.0,186400.0,Alice,7,
,,Bob,7,reject
836160.0,163840.0,Bob,8,
,,Alice,8,reject
850896.0,149104.0,Alice,9,
,,Bob,9,reject
868928.0,131072.0,Bob,10,
,,Alice,10,reject
880512.0,119488.0,Alice,11,
,,Bob,11,accept
