alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's divide fairly, I'll take a bit more",Alice,1,
,,,Bob,1,reject
45.0,55.0,"I understand you want a larger share, but that's a bit too much. How about this?",Bob,2,
,,,Alice,2,reject
58.0,42.0,"I'll compromise, but I still think I deserve a bit more",Alice,3,
,,,Bob,3,reject
50.0,50.0,This is getting us nowhere.  Let's split it evenly and call it a day.,Bob,4,
,,,Alice,4,reject
57.0,43.0,"I'll give a little, but even split is not what I'm looking for",Alice,5,
,,,Bob,5,reject
48.0,52.0,"Look, I want to reach a deal here, but you need to be realistic. This is my final offer.",Bob,6,
,,,Alice,6,accept
