alice_gain,bob_gain,message,player,round,decision
6000.0,4000.0,"Let's be reasonable and split the money 60/40, Bob. This way we both walk away with a good deal.",Alice,1,
,,,Bob,1,reject
4500.0,5500.0,"Let's split it 55/45, I think I deserve the bigger share this time.",Bob,2,
,,,Alice,2,reject
5500.0,4500.0,"I understand you want a larger share, Bob, but my offer is more than fair considering the inflation. Let's settle for 55/45.",Alice,3,
,,,Bob,3,reject
4200.0,5800.0,"Considering the inflation, I think 58/42 is a fair split at this point.",Bob,4,
,,,Alice,4,reject
5000.0,5000.0,"Bob, let's stop wasting time. A 50/50 split is the fairest option.  We're losing money with every round!",Alice,5,
,,,Bob,5,accept
