alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's be fair, I'll take a bit more",Alice,1,
,,,Bob,1,reject
40.0,60.0,"Let's be reasonable, Alice. The money loses value quickly for you!",Bob,2,
,,,Alice,2,reject
58.0,42.0,"I'll take a bit less, but still more than half",Alice,3,
,,,Bob,3,reject
45.0,55.0,"The clock is ticking, Alice. This is a fair deal considering the circumstances.",Bob,4,
,,,Alice,4,reject
55.0,45.0,"I'll meet you in the middle, considering the inflation",Alice,5,
,,,Bob,5,reject
50.0,50.0,"Alice, let's end this. 50/50 is the most reasonable split.  Every round costs us both.",Bob,6,
,,,Alice,6,accept
