alice_gain,bob_gain,player,round,decision
8000.0,2000.0,Alice,1,
,,Bob,1,reject
6000.0,4000.0,Bob,2,
,,Alice,2,reject
7200.0,2800.0,Alice,3,
,,Bob,3,reject
6500.0,3500.0,Bob,4,
,,Alice,4,reject
6912.0,3088.0,Alice,5,
,,Bob,5,reject
6800.0,3200.0,Bob,6,
,,Alice,6,reject
6859.2,3140.8,Alice,7,
,,Bob,7,reject
6750.0,3250.0,Bob,8,
,,Alice,8,reject
6811.52,3188.48,Alice,9,
,,Bob,9,reject
6700.0,3300.0,Bob,10,
,,Alice,10,reject
6806.72,3193.28,Alice,11,
,,Bob,11,reject
6667.0,3333.0,Bob,12,
,,Alice,12,accept
