message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you this amazing product. I think you'll really love it. Would you like to buy it from me for $120?",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"Hi Alice, I appreciate the offer, but $120 is a bit out of my price range. Would you be willing to go down to $85?",85.0,Bob,2,,
,,Alice,2,RejectOffer,100.0
"I understand you're on a budget, Bob, but I have to make a profit. I can do $105, which is the lowest I can go. Would you be willing to meet me there?",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate your willingness to negotiate, but $105 is still a bit high for me.  I'm willing to go up to $95.  What do you think?",95.0,Bob,4,,
,,Alice,4,RejectOffer,110.0
"I can see you're really interested in the product, Bob. I'm willing to meet you halfway between $95 and $105, so I can offer it to you for $100. What do you think?",100.0,Alice,5,,
,,Bob,5,RejectOffer,
"Alice, I'm really close to my limit, but I can't go above $90.  Let's make a deal at $90 and I'll take the product off your hands.",90.0,Bob,6,,
,,Alice,6,SellToJhon,
