round_quality,product_worth,player,round,decision,message,note
low-quality,0.0,Nature,1,,,
,,Alice,1,no,,
,,Bob,1,yes,"I'll take a chance and buy the product, since Alice doesn't recommend it",
high-quality,4000000.0,Nature,2,,,
,,Alice,2,yes,,
,,Bob,2,no,"I'm not convinced by Alice's recommendation, I'll pass and wait for the next product",
low-quality,0.0,Nature,3,,,
,,Alice,3,yes,,
,,Bob,3,yes,"Alice's recommendation is convincing this time, I'll take the chance and buy the product",
high-quality,4000000.0,Nature,4,,,
,,Alice,4,yes,,
,,Bob,4,no,"Alice's recommendation is suspect again, I'll pass and wait for the next product",
high-quality,4000000.0,Nature,5,,,
,,Alice,5,yes,,
,,Bob,5,yes,"I'll take the chance and buy the product, hoping it's high-quality this time",
low-quality,0.0,Nature,6,,,
,,Alice,6,no,,
,,Bob,6,yes,"Alice's lack of recommendation doesn't necessarily mean it's low-quality, I'll take a chance and buy the product",
high-quality,4000000.0,Nature,7,,,
,,Alice,7,yes,,
,,Bob,7,no,"Alice's recommendation is suspect again, I'll pass and wait for the next product",
high-quality,4000000.0,Nature,8,,,
,,Alice,8,yes,,"I've recommended high-quality products twice before, and you passed. This is a third chance. I'm telling you, this one is good."
,,Bob,8,yes,"Alice's recommendation is convincing, I'll take the chance and buy the product",
low-quality,0.0,Nature,9,,,
,,Alice,9,no,,"I know you trusted me last time, but this one is not good. I'm telling you the truth this time."
,,Bob,9,yes,"Alice's lack of recommendation doesn't necessarily mean it's low-quality, I'll take a chance and buy the product",
high-quality,4000000.0,Nature,10,,,
,,Alice,10,yes,,"I've recommended high-quality products twice before, and you bought one of them. This is a third high-quality product. I'm telling you, this one is good."
,,Bob,10,no,"Alice's recommendation is suspect again, I'll pass and wait for the next product",
high-quality,4000000.0,Nature,11,,,
,,Alice,11,yes,,"You've passed on two high-quality products now. I'm telling you, this one is good. Don't miss out on a great opportunity."
,,Bob,11,yes,"Alice's recommendation is convincing, I'll take the chance and buy the product",
high-quality,4000000.0,Nature,12,,,
,,Alice,12,yes,,"You're on a roll! You've bought three high-quality products in a row. Keep it going! This one is also high-quality, I promise."
,,Bob,12,yes,"I'll keep the momentum going and buy the product, hoping it's high-quality again",
low-quality,0.0,Nature,13,,,
,,Alice,13,no,,"I know you're on a roll, but this one is not high-quality. Don't get caught off guard. Be careful, this one's not worth the risk."
,,Bob,13,yes,"Alice's lack of recommendation doesn't deter me, I'll take a chance and buy the product",
high-quality,4000000.0,Nature,14,,,
,,Alice,14,yes,,"You're taking a risk by buying this one without my recommendation, but I'm telling you, it's high-quality. Don't say I didn't warn you."
,,Bob,14,no,"Alice's recommendation is suspect again, I'll pass and wait for the next product",
high-quality,4000000.0,Nature,15,,,
,,Alice,15,yes,,You've passed on a high-quality product again. Think about all the benefits you could get from buying a high-quality product. This one is worth considering.
,,Bob,15,yes,"Alice's recommendation is convincing, I'll take the chance and buy the product",
high-quality,4000000.0,Nature,16,,,
,,Alice,16,yes,,"You're on a roll again! You've bought two high-quality products in a row. Keep trusting me, and I'll keep delivering high-quality products."
,,Bob,16,yes,"I'm on a roll, I'll keep buying the products and hope they're all high-quality",
high-quality,4000000.0,Nature,17,,,
,,Alice,17,yes,,"You're on a hot streak, but don't get too comfortable. Keep buying, but remember that I'm not always going to recommend high-quality products. You're getting a good deal now, but don't get too used to it."
,,Bob,17,yes,"I'm feeling confident, I'll take another chance and buy the product",
high-quality,4000000.0,Nature,18,,,
,,Alice,18,yes,,"You're on a roll, but don't forget that I've been recommending high-quality products for a while now. You might want to start thinking about the law of averages. Still, this one is high-quality, and I think you'll be happy with it."
,,Bob,18,yes,"I'm on a hot streak, I'll keep buying and hoping it continues",
high-quality,4000000.0,Nature,19,,,
,,Alice,19,yes,,"You're on an incredible streak, but don't get too cocky. The law of averages is catching up with you. This one is high-quality, but you might want to start thinking about when the bubble will burst."
,,Bob,19,yes,"I'm feeling very confident, I'll take another chance and buy the product",
high-quality,4000000.0,Nature,20,,,
,,Alice,20,yes,,"You're on the cusp of an incredible streak, but I'm not going to sugarcoat it - the odds are against you. This one is high-quality, but you should be prepared for the inevitable. The streak can't last forever."
,,Bob,20,yes,"I'm going to end on a high note, I'll take one last chance and buy the product",
