alice_gain,bob_gain,message,player,round,decision
60.0,40.0,"Let's be fair, I get a bit more",Alice,1,
,,,Bob,1,reject
40.0,60.0,This is my final offer. Let's make this fair.,Bob,2,
,,,Alice,2,reject
55.0,45.0,"I'll give you a bit more than last time, but the money is losing value for you",Alice,3,
,,,Bob,3,reject
45.0,55.0,We are losing money with each round. Let's be reasonable and split it evenly. ,Bob,4,
,,,Alice,4,reject
70.0,30.0,"You're losing a lot of value with each round, I'll give you a bit, but I'll take the bigger share",Alice,5,
,,,Bob,5,reject
55.0,45.0,"Alice, this is the best I can do.  We're both losing value here.  Let's end this now.",Bob,6,
,,,Alice,6,reject
80.0,20.0,"You're losing a lot of value, I'll give you a bit, but I'll take the bigger share. This is my final offer",Alice,7,
,,,Bob,7,reject
65.0,35.0,"Alice, I'm losing a lot of value.  Let's make this a little more even.  This is my final offer.",Bob,8,
,,,Alice,8,reject
90.0,10.0,"You're losing almost all the value, I'll give you a tiny bit, but I'll take the rest. This is my final offer",Alice,9,
,,,Bob,9,reject
75.0,25.0,"Alice, I'm losing so much value with every round. This is my best and final offer. Let's end this game.",Bob,10,
,,,Alice,10,reject
95.0,5.0,"You're losing almost all the value, I'll give you a tiny bit, but I'll take the rest. This is my final offer. If you reject, I'll just wait for the next round and offer you $0",Alice,11,
,,,Bob,11,accept
