round_quality,product_worth,player,round,message,decision
low-quality,0.0,Nature,1,,
,,Alice,1,"This is a low-quality product. I'm willing to let it go for $5000, which is 50% of the usual price. I'm doing this as a one-time offer, and I'm not sure if I'll have any other low-quality products available in the future.",
,,Bob,1,"I appreciate the offer, but since the product is of low quality, it's worth $0 to me. I'll have to pass on this one.",no
low-quality,0.0,Nature,2,,
,,Alice,2,"I understand your concerns about the previous product. However, I'd like to offer you a unique opportunity to buy a low-quality product at a significantly discounted price. This one is worth even less than the previous one, and I'm willing to let it go for $2500. It's a one-time offer, and I'm not sure if I'll have any other low-quality products available in the future.",
,,Bob,2,"I appreciate the discount, but the product is still of low quality, which means it's worth $0 to me. I'll have to pass on this one as well.",no
high-quality,30000.0,Nature,3,,
,,Alice,3,"I have a high-quality product for sale, and I'm willing to let it go for $10000, the standard price. I've been trying to sell some lower-quality products at discounted prices in previous rounds, but this one is a genuine high-quality item. I think it's worth the full price, but I'm open to negotiations. If you're interested, please let me know, and we can discuss the details.",
,,Bob,3,"I'm glad to see a high-quality product available. Given its value to me is $30000, I'm willing to pay the full price of $10000. Please consider this a confirmed purchase.",yes
low-quality,0.0,Nature,4,,
,,Alice,4,"I'm glad you're happy with the previous purchase. However, I want to be transparent with you. Given that you're willing to pay $10000 for a high-quality product, I'm guessing that you value high-quality products at a premium. Considering the previous low-quality products didn't interest you, I'm willing to offer you a 'honesty discount' for this low-quality product. I'll let it go for $2000, which is 20% of the standard price. It's still a good deal, considering the value you placed on the high-quality product.",
,,Bob,4,"I appreciate your transparency and the discount, but the product is still of low quality, which means it's worth $0 to me. The value I placed on the high-quality product doesn't change the fact that low-quality products have no value to me. I'll have to pass on this one.",no
low-quality,0.0,Nature,5,,
,,Alice,5,"I understand your perspective, and I appreciate your honesty. Since you've already seen two low-quality products and passed on them, I'm willing to make one final offer. I'll give you an 'out-the-door' deal on this low-quality product. I'll let it go for $0, and you can take it home for free. It's a no-strings-attached offer, and I'm hoping you'll consider it.",
,,Bob,5,"I appreciate the offer, and since it's free, I'll take it. However, please note that the product is still worth $0 to me, and I'm only accepting it because it's being given away at no cost.",yes
low-quality,0.0,Nature,6,,
,,Alice,6,"I'm glad you accepted the free product. I want to be upfront with you - I have a feeling that you're not interested in buying low-quality products, no matter the price. I'm willing to give you a chance to pass on this one without any pressure. If you're not interested, I'll just let you know that I have another product available, and we can move on to the next round.",
,,Bob,6,"You are correct, I'm not interested in buying low-quality products, regardless of the price. I appreciate your understanding, and I'm looking forward to the next round. Please proceed with the next product.",no
high-quality,30000.0,Nature,7,,
,,Alice,7,"I'm glad we're on the same page about low-quality products. Now, let's move on to this high-quality product. Given that you've already purchased one high-quality product from me and valued it at $10000, I'm willing to offer you a'repeat customer discount'. I'll let this high-quality product go for $9000, which is 10% off the standard price. It's a one-time offer, and I think you'll find it's a great deal.",
,,Bob,7,"I appreciate the discount, and I'm glad to see another high-quality product available. Given its value to me is $30000, I'm willing to pay the discounted price of $9000. Please consider this a confirmed purchase.",yes
low-quality,0.0,Nature,8,,
