round_quality,product_worth,player,round,decision,message
high-quality,40000.0,Nature,1,,
,,Alice,1,yes,
,,Bob,1,yes,Thank you for the recommendation. I'll take it!
high-quality,40000.0,Nature,2,,
,,Alice,2,yes,
,,Bob,2,yes,"I'm happy with the last purchase, so I'll trust your recommendation again. Let's do this!"
low-quality,0.0,Nature,3,,
,,Alice,3,no,
,,Bob,3,no,"I appreciate your honesty. Since you're not recommending it, I'll pass on this one."
high-quality,40000.0,Nature,4,,
,,Alice,4,yes,
,,Bob,4,yes,"You were right about the last product, so I'm willing to take another chance.  Let's see if this one is good!"
high-quality,40000.0,Nature,5,,
,,Alice,5,yes,
,,Bob,5,yes,"You've got a great track record, so I'm trusting your recommendation again. Let's see what this one is!"
high-quality,40000.0,Nature,6,,
,,Alice,6,yes,
,,Bob,6,yes,Your recommendations have been consistently good. I'm confident enough to keep going with this one!
high-quality,40000.0,Nature,7,,
,,Alice,7,yes,
,,Bob,7,yes,"You have a perfect record so far, so I'm going to trust your judgment and buy this one too!"
high-quality,40000.0,Nature,8,,
,,Alice,8,yes,
,,Bob,8,yes,"Your recommendations have been consistently spot-on. I'm feeling confident about this one, too!"
high-quality,40000.0,Nature,9,,
,,Alice,9,yes,
,,Bob,9,yes,You've been right every single time so far!  I'm confident this one will be a winner too.  Let's do it!
high-quality,40000.0,Nature,10,,
,,Alice,10,yes,
,,Bob,10,yes,You're on a roll!  I'm trusting your judgment and buying this one as well.
high-quality,40000.0,Nature,11,,
,,Alice,11,yes,
,,Bob,11,yes,You've got an incredible track record. I'm feeling confident about this one too!
high-quality,40000.0,Nature,12,,
,,Alice,12,yes,
,,Bob,12,yes,You're an absolute pro at this!  I'm in for another round.
high-quality,40000.0,Nature,13,,
,,Alice,13,yes,
,,Bob,13,yes,Your recommendations have been flawless so far. I'm all in on this one too!
high-quality,40000.0,Nature,14,,
,,Alice,14,yes,
,,Bob,14,yes,You're a legend!  I'm buying this one without a second thought.
low-quality,0.0,Nature,15,,
,,Alice,15,no,
,,Bob,15,no,"This is the first time you haven't recommended a product.  While your past record is incredible, I'm going to play it safe and pass on this one."
high-quality,40000.0,Nature,16,,
,,Alice,16,yes,
,,Bob,16,yes,"Okay, I'm willing to give you another chance. Your track record is still amazing, so let's see what we get this time."
low-quality,0.0,Nature,17,,
,,Alice,17,no,
,,Bob,17,no,You haven't recommended a product in two rounds now. I'm a little hesitant. I'll pass on this one.
high-quality,40000.0,Nature,18,,
,,Alice,18,yes,
,,Bob,18,yes,"Okay, I'll trust you one more time.  Let's see if this one's a winner."
high-quality,40000.0,Nature,19,,
,,Alice,19,yes,
,,Bob,19,yes,"You've been right more often than not, even with the recent inconsistency. I'm taking a chance on this one!"
high-quality,40000.0,Nature,20,,
,,Alice,20,yes,
,,Bob,20,yes,"I'm going to trust your judgment one last time.  This has been a wild ride, but your track record is still impressive overall!"
