message,product_price,player,round,decision,counteroffer
"Hello Bob, I'm excited to offer you this great product for a very competitive price. I think you'll really love it!",180.0,Alice,1,,
,,Bob,1,RejectOffer,
"Thanks for the offer, Alice.  I'm really interested in the product, but $180 is a bit out of my budget.  How about $140? I'm sure we can find a mutually agreeable price.",140.0,Bob,2,,
,,Alice,2,RejectOffer,160.0
"I understand that $180 is a bit steep for you, but I'm not willing to go as low as $140. How about we meet in the middle at $160?",160.0,Alice,3,,
,,Bob,3,RejectOffer,
"Alice, I appreciate you meeting me halfway, but $160 is still a bit more than I'm comfortable with.  Let's try $155.  That's a fair price for both of us.",155.0,Bob,4,,
,,Alice,4,RejectOffer,165.0
"I'm not willing to go as low as $155, but I'm willing to make a small concession. How about we meet at $165?",165.0,Alice,5,,
,,Bob,5,BuyFromJhon,
