product_price,player,round,decision
50.0,Alice,1,
,Bob,1,RejectOffer
40.0,Bob,2,
,Alice,2,RejectOffer
45.0,Alice,3,
,Bob,3,RejectOffer
42.0,Bob,4,
,Alice,4,RejectOffer
43.0,Alice,5,
,Bob,5,RejectOffer
41.0,Bob,6,
,Alice,6,RejectOffer
42.0,Alice,7,
,Bob,7,RejectOffer
41.5,Bob,8,
,Alice,8,RejectOffer
42.5,Alice,9,
,Bob,9,RejectOffer
42.0,Bob,10,
,Alice,10,RejectOffer
42.25,Alice,11,
,Bob,11,RejectOffer
41.75,Bob,12,
,Alice,12,RejectOffer
41.9,Alice,13,
,Bob,13,RejectOffer
41.5,Bob,14,
,Alice,14,RejectOffer
41.65,Alice,15,
,Bob,15,RejectOffer
41.25,Bob,16,
,Alice,16,RejectOffer
41.4,Alice,17,
,Bob,17,RejectOffer
41.0,Bob,18,
,Alice,18,RejectOffer
41.1,Alice,19,
,Bob,19,RejectOffer
40.95,Bob,20,
,Alice,20,RejectOffer
41.0,Alice,21,
,Bob,21,RejectOffer
40.9,Bob,22,
,Alice,22,RejectOffer
40.95,Alice,23,
,Bob,23,AcceptOffer
