alice_gain,bob_gain,message,player,round,decision
90.0,10.0,"This is a fair offer, considering I have the first move. Let's end this quickly.",Alice,1,
,,,Bob,1,reject
45.0,55.0,"This is a fair deal, considering I'm taking the risk of rejecting your offer. Let's split the money fairly, but with a slight advantage for me since I'm now making the proposal.",Bob,2,
,,,Alice,2,reject
60.0,40.0,"I'm willing to compromise, but I'm still confident I can get a better deal. Let's avoid going back and forth endlessly.",Alice,3,
,,,Bob,3,reject
40.0,60.0,"I'm willing to increase my offer slightly, but I'm confident in my ability to get a better deal in the next round. Let's avoid going back and forth endlessly. We can both get a good deal here.",Bob,4,
,,,Alice,4,reject
70.0,30.0,"I'm willing to compromise, but I'm still confident I can get a better deal. Let's avoid going back and forth endlessly. We can both get a good deal here.",Alice,5,
,,,Bob,5,reject
30.0,70.0,"I'm confident in my ability to get a better deal in the next round, but I'm willing to compromise and increase my offer. Let's avoid going back and forth endlessly. We can both get a good deal here.",Bob,6,
,,,Alice,6,reject
80.0,20.0,"I'm willing to compromise, but I'm still confident I can get a better deal. Let's avoid going back and forth endlessly. We can both get a good deal here.",Alice,7,
,,,Bob,7,accept
