product_price,player,round,decision
200.0,Alice,1,
,Bob,1,RejectOffer
100.0,Bob,2,
,Alice,2,RejectOffer
175.0,Alice,3,
,Bob,3,RejectOffer
120.0,Bob,4,
,Alice,4,RejectOffer
160.0,Alice,5,
,Bob,5,RejectOffer
130.0,Bob,6,
,Alice,6,RejectOffer
155.0,Alice,7,
,Bob,7,RejectOffer
140.0,Bob,8,
,Alice,8,RejectOffer
150.0,Alice,9,
,Bob,9,RejectOffer
145.0,Bob,10,
,Alice,10,RejectOffer
150.0,Alice,11,
,Bob,11,RejectOffer
148.0,Bob,12,
,Alice,12,RejectOffer
150.0,Alice,13,
,Bob,13,RejectOffer
149.0,Bob,14,
,Alice,14,RejectOffer
150.0,Alice,15,
,Bob,15,RejectOffer
149.5,Bob,16,
,Alice,16,RejectOffer
150.0,Alice,17,
,Bob,17,RejectOffer
149.75,Bob,18,
,Alice,18,RejectOffer
150.0,Alice,19,
,Bob,19,RejectOffer
149.9,Bob,20,
,Alice,20,RejectOffer
150.0,Alice,21,
,Bob,21,RejectOffer
149.95,Bob,22,
,Alice,22,RejectOffer
150.0,Alice,23,
,Bob,23,RejectOffer
149.99,Bob,24,
,Alice,24,SellToJhon
