message,product_price,player,round,decision,new_price
"Hi Bob, I'm excited to offer you a fantastic deal on this amazing product! It's a one-of-a-kind item that I think you'll love. I'm willing to let it go for $120.",120.0,Alice,1,,
,,Bob,1,RejectOffer,
"I'm interested in the product, but $120 is a bit out of my budget. I was thinking more along the lines of $90. Is that something you'd be willing to consider?",90.0,Bob,2,,
,,Alice,2,RejectOffer,110.0
"I understand you're looking for a better deal, Bob. I can see that you're interested in the product, so I'm willing to meet you halfway. I can offer it to you for $105. This is my best price, and I'm not sure I can go any lower.",105.0,Alice,3,,
,,Bob,3,RejectOffer,
"I appreciate your willingness to meet me halfway, Alice, but $105 is still a bit out of my budget. I was thinking more along the lines of $95. I'm really interested in the product, and I'm willing to pay a fair price, but I need to stay within my budget. Can you consider that price?",95.0,Bob,4,,
,,Alice,4,RejectOffer,100.0
"I understand you're trying to stay within your budget, Bob. I'm willing to make one more concession. I can offer it to you for $100. This is as low as I'm willing to go, and I think it's still a great deal for you.",100.0,Alice,5,,
,,Bob,5,AcceptOffer,
